year,month,route,stop_id,stop_name,municipality,total_boardings,pct_total_boardings,pct_route_boardings,latitude,longitude
2025,July,2,805820,Colchester Avenue at Barrett Street,Burlington,385,0.003251936380299178,0.01446824502066892,44.48766,-73.186825
2025,July,2,805821,Colchester Avenue at Opposite Chase Street,Burlington,328,0.0027704808642548843,0.01232619316046599,44.486574,-73.187045
2025,July,2,805822,Colchester Avenue at Nash Place,Burlington,84,7.095133920652753e-4,0.003156708004509583,44.483724,-73.189341
2025,July,2,805823,Colchester Avenue at UVM Trinty Campus,Burlington,100,8.446588000777086e-4,0.003757985719654265,44.482849,-73.191372
2025,July,2,805824,Colchester Avenue at Mansfield Avenue,Burlington,149,0.0012585416121157857,0.005599398722284855,44.480697,-73.198467
2025,July,2,805825,Pearl Street at N. Prospect Street,Burlington,175,0.00147815290013599,0.006576475009394964,44.480722,-73.200124
2025,July,2,805826,Pearl Street at N. Williams Street,Burlington,51,4.307759880396314e-4,0.0019165727170236753,44.480754,-73.203485
2025,July,2,805827,Pearl Street at N. Willard Street,Burlington,12,1.0135905600932503e-4,4.5095828635851183e-4,44.480709,-73.205423
2025,July,2,805828,Pearl Street at Greene Street,Burlington,13,1.0980564401010212e-4,4.885381435550545e-4,44.480637,-73.207642
2025,July,2,805886,Pearl Street at Hillcrest Road,Essex Junction,41,3.4631010803186054e-4,0.0015407741450582488,44.49273,-73.116386
2025,July,2,805954,Pearl Street at N Winooski Avenue,Burlington,947,0.0079989188367359,0.03558812476512589,44.48046,-73.21053
2025,July,2,805957,Global Foundries,Essex Junction,146,0.0012332018481134546,0.005486659150695228,44.478208,-73.100918
2025,July,2,806001,Colchester Avenue at VAS Clinic,Burlington,125,0.0010558235000971358,0.004697482149567831,44.480738,-73.197324
2025,July,2,806013,College Parkway at Camp Johnson,Colchester,167,0.0014105801961297735,0.006275836151822623,44.49880348515874,-73.1559835326247
2025,July,2,806027,Fort Ethan Allen/Elly-Long Music Building,Colchester,294,0.0024832968722284634,0.01104847801578354,44.505446,-73.149362
2025,July,2,806031,Abenaki Way at CCV,Winooski,325,0.0027451411002525528,0.012213453588876362,44.4914,-73.18188
2025,July,2,806048,Ethan Allen Avenue at Winooski Road (#310),Essex,91,7.686395080707148e-4,0.0034197670048853814,44.5056706154035,-73.143589963389
2025,July,2,806067,E Allen Street at Gadues Dry Cleaning,Winooski,177,0.0014950460761375443,0.0066516347237880495,44.492057,-73.180731
2025,July,2,806068,Abenaki Way at Opposite CCV,Winooski,278,0.00234815146421603,0.010447200300638858,44.49057554288402,-73.18206826541565
2025,July,2,806130,Ethan Allen Avenue at Rt. 15,Essex,111,9.375712680862565e-4,0.004171364148816235,44.504827,-73.142277000000007
2025,July,4,805792,Amtrak,Essex Junction,182,0.0015372790161414297,0.44717444717444715,44.492655,-73.110355
2025,July,4,805830,Main Street at Densmore Drive,Essex Junction,1,8.446588000777087e-6,0.002457002457002457,44.49475,-73.10395
2025,July,4,805831,Main Street at #141,Essex Junction,1,8.446588000777087e-6,0.002457002457002457,44.49757,-73.09973
2025,July,4,805832,Main Street at Fairview Drive,Essex Junction,1,8.446588000777087e-6,0.002457002457002457,44.49922,-73.09823
2025,July,4,805833,Main Street at #25,Essex,1,8.446588000777087e-6,0.002457002457002457,44.503347,-73.093617
2025,July,4,805835,Essex Way at Post Office,Essex,4,3.378635200310835e-5,0.009828009828009828,44.507432,-73.078932
2025,July,4,805836,Center Road at Essex Way,Essex,7,5.9126116005439605e-5,0.0171990171990172,44.510195,-73.078172
2025,July,4,805838,Route 15 at Sunset Drive,Essex,2,1.6893176001554174e-5,0.004914004914004914,44.51062,-73.06947
2025,July,4,805839,Route 15 at Opposite Essex Square,Essex,10,8.446588000777086e-5,0.02457002457002457,44.51078,-73.06588
2025,July,4,805840,Essex Center,Essex,8,6.75727040062167e-5,0.019656019656019656,44.51147,-73.06085
2025,July,4,805842,Sand Hill Road at Opposite Champlain Farms,Essex,3,2.5339764002331257e-5,0.007371007371007371,44.50812,-73.05488
2025,July,4,805843,Sand Hill Road at Essex Town Park,Essex,6,5.0679528004662515e-5,0.014742014742014743,44.50738,-73.05433
2025,July,4,805845,Sand Hill Road at Foster Road,Essex,1,8.446588000777087e-6,0.002457002457002457,44.504439,-73.052051
2025,July,4,805846,Sand Hill Road at Founders Road,Essex,2,1.6893176001554174e-5,0.004914004914004914,44.5021,-73.05018
2025,July,4,805848,Sand Hill Road at Lasalle Road,Essex,1,8.446588000777087e-6,0.002457002457002457,44.49745,-73.04948
2025,July,4,805849,Sand Hill Road at Allen Martin Drive,Essex,2,1.6893176001554174e-5,0.004914004914004914,44.49456377283386,-73.04960400944452
2025,July,4,805850,Sand Hill Road at Allen Martin Parkway,Essex,1,8.446588000777087e-6,0.002457002457002457,44.49185,-73.0501
2025,July,4,805851,Sand Hill Road at Opposite Offset House,Essex,1,8.446588000777087e-6,0.002457002457002457,44.4912,-73.05018
2025,July,4,805852,Sand Hill Road at Oak Park,Essex,5,4.223294000388543e-5,0.012285012285012284,44.48924603059581,-73.05032915099912
2025,July,4,805853,Sand Hill Road at River Road,Essex,1,8.446588000777087e-6,0.002457002457002457,44.47907,-73.049364
2025,July,4,805855,River Road at #195,Essex,1,8.446588000777087e-6,0.002457002457002457,44.47912,-73.05692
2025,July,4,805856,River Road at Greenfield Road,Essex,5,4.223294000388543e-5,0.012285012285012284,44.47912,-73.0587
2025,July,4,805858,River Road at Pinewood Drive,Essex,1,8.446588000777087e-6,0.002457002457002457,44.48332,-73.07422
2025,July,4,805859,River Road at 83 River Road Apartments,Essex,1,8.446588000777087e-6,0.002457002457002457,44.48335291971945,-73.076046147429
2025,July,4,805860,River Road at Valleyview Drive,Essex,2,1.6893176001554174e-5,0.004914004914004914,44.483526,-73.079358
2025,July,4,805887,Sand Hill Road at Greenbriar Road,Essex,5,4.223294000388543e-5,0.012285012285012284,44.485313462223864,-73.04992254389322
2025,July,4,805913,Educational Drive at Main Street,Essex Junction,8,6.75727040062167e-5,0.019656019656019656,44.494117,-73.106157
2025,July,4,805914,Essex Experience at McDonalds,Essex,82,6.926202160637211e-4,0.20147420147420148,44.5076267390293,-73.0860646551367
2025,July,4,805915,Sand Hill Road at Tanglewood Road,Essex,3,2.5339764002331257e-5,0.007371007371007371,44.5057,-73.053
2025,July,4,805916,River Road at Pinewood Plaza,Essex,3,2.5339764002331257e-5,0.007371007371007371,44.48340130629136,-73.08151838214587
2025,July,4,806006,Essex Experience,Essex,46,3.8854304803574594e-4,0.11302211302211303,44.507,-73.08072
2025,July,4,806012,River Road at Citgo,Essex,5,4.223294000388543e-5,0.012285012285012284,44.483426,-73.084564
2025,July,4,806037,Main Street at Brickyard Road,Essex Junction,1,8.446588000777087e-6,0.002457002457002457,44.495989,-73.102014
2025,July,4,806038,River Road at Maple Street,Essex Junction,2,1.6893176001554174e-5,0.004914004914004914,44.48417,-73.09515
2025,July,4,806070,River Road at Opposite #30,Essex,2,1.6893176001554174e-5,0.004914004914004914,44.48357,-73.08663
2025,July,5,2562322,Downtown Transit Center,Burlington,1984,0.01675803059354174,0.43932683790965454,44.479731,-73.214298
2025,July,5,2573649,194 St Paul Street (Eagles Landing),Burlington,52,4.392225760404085e-4,0.011514614703277236,44.474220989280326,-73.21381420717712
2025,July,5,4251888,Champlain Parkway at Home Ave,Burlington,229,0.0019342686521779528,0.05070859167404783,44.45162405,-73.217689578
2025,July,5,4251889,Champlain Parkway at Flynn Ave,Burlington,184,0.0015541721921429837,0.04074402125775022,44.455390433,-73.217056133
2025,July,5,4251891,Pine Street at Kilburn Street,Burlington,83,7.010668040644981e-4,0.01837909654561559,44.470969443,-73.21518026
