year,month,fare_capture_method,count,pct
2026,7,Cash,28206,0.25273740613967494
2026,7,Credit Card,12226,0.10955000806437161
2026,7,Farebox Key,11811,0.10583143671260371
2026,7,ID Card,5523,0.04948836042364832
2026,7,Mobile,28139,0.25213705847565454
2026,7,Smart Card,25697,0.23025573018404688
