year,month,fare_funding_source,count,pct
2026,7,Agency,3976,0.03562660167380513
2026,7,Fare,66401,0.5949803766957581
2026,7,Fare Cap,13309,0.11925413523055142
2026,7,Partner,27916,0.2501388863998853
