year,month,route,stop_id,stop_name,total_boardings,latitude,longitude
2025,October,2,806027,Fort Ethan Allen/Elly-Long Music Building,261,44.505446,-73.149362
2025,October,2,806031,Abenaki Way at CCV,388,44.4914,-73.18188
2025,October,2,806048,Ethan Allen Avenue at Winooski Road (#310),81,44.5056706154035,-73.143589963389
2025,October,2,806067,E Allen Street at Gadues Dry Cleaning,675,44.492057,-73.180731
2025,October,2,806068,Abenaki Way at Opposite CCV,281,44.49057554288402,-73.18206826541565
2025,October,2,806130,Ethan Allen Avenue at Rt. 15,109,44.504827,-73.142277000000007
2025,October,4,805792,Amtrak,219,44.4924,-73.11022
2025,October,4,805830,Main Street at Densmore Drive,7,44.49475,-73.10395
2025,October,4,805832,Main Street at Fairview Drive,2,44.49922,-73.09823
2025,October,4,805833,Main Street at #25,2,44.503347,-73.093617
2025,October,4,805835,Essex Way at Post Office,16,44.507432,-73.078932
2025,October,4,805836,Center Road at Essex Way,10,44.510195,-73.078172
2025,October,4,805837,Route 15 at Saybrook Road,2,44.510361,-73.074694
2025,October,4,805838,Route 15 at Sunset Drive,6,44.51062,-73.06947
2025,October,4,805839,Route 15 at Opposite Essex Square,6,44.51078,-73.06588
2025,October,4,805840,Essex Center,3,44.51147,-73.06085
2025,October,4,805841,Route 15 at Essex Town Public Works,5,44.51088,-73.05813
2025,October,4,805842,Sand Hill Road at Opposite Champlain Farms,7,44.50812,-73.05488
2025,October,4,805843,Sand Hill Road at Essex Town Park,4,44.50738,-73.05433
2025,October,4,805844,Sand Hill Road at Cemetery Road,7,44.506594,-73.05374
2025,October,4,805845,Sand Hill Road at Foster Road,15,44.504439,-73.052051
2025,October,4,805846,Sand Hill Road at Founders Road,10,44.5021,-73.05018
2025,October,4,805847,Sand Hill Road at Opposite Maple Lawn Drive,4,44.50037,-73.04912
2025,October,4,805848,Sand Hill Road at Lasalle Road,1,44.49745,-73.04948
2025,October,4,805849,Sand Hill Road at Allen Martin Drive,2,44.49456377283386,-73.04960400944452
2025,October,4,805851,Sand Hill Road at Opposite Offset House,1,44.4912,-73.05018
2025,October,4,805852,Sand Hill Road at Oak Park,3,44.48924603059581,-73.05032915099912
